ProfitRate,Time
1.0,2022-02-15 09:45:00
1.0,2022-02-15 10:00:00
1.0,2022-02-15 10:15:00
1.0,2022-02-15 10:30:00
1.0,2022-02-15 10:45:00
1.0,2022-02-15 11:00:00
1.0,2022-02-15 11:15:00
1.0,2022-02-15 11:30:00
1.0,2022-02-15 13:15:00
1.0,2022-02-15 13:30:00
1.0,2022-02-15 13:45:00
1.0,2022-02-15 14:00:00
1.0,2022-02-15 14:15:00
1.0,2022-02-15 14:30:00
1.0,2022-02-15 14:45:00
1.0,2022-02-15 15:00:00
1.0,2022-02-16 09:45:00
1.0,2022-02-16 10:00:00
1.0,2022-02-16 10:15:00
1.0,2022-02-16 10:30:00
1.0,2022-02-16 10:45:00
1.0,2022-02-16 11:00:00
1.0,2022-02-16 11:15:00
1.0,2022-02-16 11:30:00
1.0,2022-02-16 13:15:00
1.0,2022-02-16 13:30:00
1.0,2022-02-16 13:45:00
1.0,2022-02-16 14:00:00
1.0,2022-02-16 14:15:00
1.0001523817985263,2022-02-16 14:30:00
1.0004478936649215,2022-02-16 14:45:00
1.0007779804531243,2022-02-16 15:00:00
0.9963620233198631,2022-02-17 09:45:00
0.9966756264665633,2022-02-17 10:00:00
1.000569830293277,2022-02-17 10:15:00
0.999603488320773,2022-02-17 10:30:00
1.0008492060438103,2022-02-17 10:45:00
1.0036883455904613,2022-02-17 11:00:00
1.004252765844459,2022-02-17 11:15:00
1.0036391603763055,2022-02-17 11:30:00
1.0056298928583187,2022-02-17 13:15:00
1.0033960808432798,2022-02-17 13:30:00
1.0058211459277249,2022-02-17 13:45:00
1.0047060770490903,2022-02-17 14:00:00
1.0026995142215616,2022-02-17 14:15:00
1.0028184520185277,2022-02-17 14:30:00
1.000517390886435,2022-02-17 14:45:00
1.000454065506228,2022-02-17 15:00:00
1.0001920910941673,2022-02-18 09:45:00
0.998608767975317,2022-02-18 10:00:00
1.0000167287850852,2022-02-18 10:15:00
0.995585592209432,2022-02-18 10:30:00
0.9953455899339002,2022-02-18 10:45:00
0.9931034480131803,2022-02-18 11:00:00
0.9918834636657926,2022-02-18 11:15:00
0.9919843466094641,2022-02-18 11:30:00
0.9934433222612498,2022-02-18 13:15:00
0.9932504499929412,2022-02-18 13:30:00
0.9931496615283982,2022-02-18 13:45:00
